Category,Secondary Category,Tertiary Categories,Rarity,Attunement,Item,Cost (GP)
Spells,Evocation,Spells;Druid Spells;Paladin: Oath of the Ancients Spells;Paladin: Oath of the Watchers Spells;Cleric: Twilight Domain Spells;Evocation;2nd Level Spells,2nd,,Moonbeam,600
Spells,Illusion,Spells;Wizard Spells;Illusion;2nd Level Spells,2nd,,Nystul's Magic Aura,600
Spells,Abjuration,Spells;Druid Spells;Ranger Spells;Druid: Circle of the Land (Grassland) Spells;Cleric: Trickery Domain Spells;Abjuration;2nd Level Spells,2nd,,Pass without Trace,600
Spells,Illusion,Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Warlock: The Archfey Spells;Warlock: The Great Old One Spells;Warlock: The Genie Spells;Illusion;2nd Level Spells,2nd,,Phantasmal Force,600
Spells,Evocation,Spells;Cleric Spells;Evocation;2nd Level Spells,2nd,,Prayer of Healing,600
Spells,Abjuration,Spells;Artificer Spells;Cleric Spells;Druid Spells;Paladin Spells;Ranger Spells;Abjuration;2nd Level Spells,2nd,,Protection from Poison,600
Spells,Transmutation,Spells;Artificer Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Transmutation;2nd Level Spells,2nd,,Pyrotechnics,600
Spells,Necromancy,Spells;Warlock Spells;Wizard Spells;Cleric: Death Domain Spells;Cleric: Grave Domain Spells;Bloodhunter: Order of the Profane Soul Spells;Necromancy;2nd Level Spells,2nd,,Ray of Enfeeblement,600
Spells,Transmutation,Spells;Artificer Spells;Wizard Spells;Ranger: Gloom Stalker Spells;Transmutation;2nd Level Spells,2nd,,Rope Trick,600
Spells,Evocation,Spells;Sorcerer Spells;Wizard Spells;Warlock: The Fiend Spells;Cleric: Light Domain Spells;Artificer: Artillerist Spells;Warlock: The Genie (Efreeti) Spells;Druid: Circle of the Wildfire Spells;Bloodhunter: Order of the Profane Soul (The Fiend) Spells;Evocation;2nd Level Spells,2nd,,Scorching Ray,600
Spells,Divination,Spells;Artificer Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Paladin: Oath of the Watchers Spells;Cleric: Twilight Domain Spells;Divination;2nd Level Spells,2nd,,See Invisibility,600
Spells,Illusion,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Illusion;2nd Level Spells,2nd,,Shadow Blade,600
Spells,Evocation,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Cleric: Tempest Domain Spells;Artificer: Artillerist Spells;Artificer: Armorer Spells;Bloodhunter: Order of the Profane Soul Spells;Evocation;2nd Level Spells,2nd,,Shatter,600
Spells,Illusion,Spells;Bard Spells;Cleric Spells;Ranger Spells;Druid: Circle of the Land (Desert) Spells;Warlock: The Undying Spells;Warlock: The Fathomless Spells;Illusion;Ritual Spells;2nd Level Spells,2nd,,Silence,600
Spells,Transmutation,Spells;Artificer Spells;Bard Spells;Druid Spells;Wizard Spells;Transmutation;Ritual Spells;2nd Level Spells,2nd,,Skywrite,600
Spells,Evocation,Spells;Sorcerer Spells;Wizard Spells;Evocation;2nd Level Spells,2nd,,Snilloc's Snowball Swarm,600
Spells,Transmutation,Spells;Artificer Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Druid: Circle of the Land (Forest) Spells;Druid: Circle of the Land (Mountain) Spells;Druid: Circle of the Land (Underdark) Spells;Bloodhunter: Order of the Profane Soul Spells;Transmutation;2nd Level Spells,2nd,,Spider Climb,600
Spells,Transmutation,Spells;Druid Spells;Ranger Spells;Druid: Circle of the Land (Arctic) Spells;Druid: Circle of the Land (Mountain) Spells;Cleric: Nature Domain Spells;Warlock: The Genie (Dao) Spells;Transmutation;2nd Level Spells,2nd,,Spike Growth,600
Spells,Evocation,Spells;Cleric Spells;Cleric: Life Domain Spells;Cleric: War Domain Spells;Paladin: Oath of Conquest Spells;Evocation;2nd Level Spells,2nd,,Spiritual Weapon,600
Spells,Enchantment,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Cleric: Knowledge Domain Spells;Bloodhunter: Order of the Profane Soul Spells;Enchantment;2nd Level Spells,2nd,,Suggestion,600
Spells,Conjuration,Spells;Druid Spells;Ranger Spells;Conjuration;2nd Level Spells,2nd,,Summon Beast,600
Spells,Enchantment,Spells;Sorcerer Spells;Wizard Spells;Enchantment;2nd Level Spells,2nd,,Tasha's Mind Whip,600
Spells,Abjuration,Spells;Cleric Spells;Sorcerer Spells;Paladin: Oath of the Crown Spells;Artificer: Battle Smith Spells;Cleric: Peace Domain Spells;Abjuration;2nd Level Spells,2nd,,Warding Bond,600
Spells,Evocation,Spells;Bard Spells;Druid Spells;Wizard Spells;Evocation;2nd Level Spells,2nd,,Warding Wind,600
Spells,Conjuration,Spells;Artificer Spells;Sorcerer Spells;Wizard Spells;Druid: Circle of the Land (Underdark) Spells;Ranger: Swarmkeeper Spells;Conjuration;2nd Level Spells,2nd,,Web,600
Spells,Conjuration;Dunamancy,Spells;Wizard: Chronurgy Magic Spells;Wizard: Graviturgy Magic Spells;Conjuration;Dunamancy;Ritual Spells;2nd Level Spells,2nd,,Wristpocket,600
Spells,Enchantment,Spells;Bard Spells;Cleric Spells;Paladin Spells;Paladin: Oath of Devotion Spells;Paladin: Oath of the Crown Spells;Cleric: Order Domain Spells;Ranger: Monster Slayer Spells;Enchantment;2nd Level Spells,2nd,,Zone of Truth,600
Spells,Necromancy,Spells;Cleric Spells;Wizard Spells;Cleric: Death Domain Spells;Paladin: Oathbreaker Spells;Druid: Circle of Spores Spells;Necromancy;3rd Level Spells,3rd,,Animate Dead,1200
Spells,Evocation,Spells;Paladin Spells;Paladin: Oath of the Crown Spells;Artificer: Battle Smith Spells;Cleric: Twilight Domain Spells;Evocation;3rd Level Spells,3rd,,Aura of Vitality,1200
Spells,Abjuration,Spells;Cleric Spells;Cleric: Life Domain Spells;Paladin: Oath of Devotion Spells;Cleric: Peace Domain Spells;Abjuration;3rd Level Spells,3rd,,Beacon of Hope,1200
Spells,Necromancy,Spells;Bard Spells;Cleric Spells;Wizard Spells;Paladin: Oathbreaker Spells;Paladin: Oath of Conquest Spells;Bloodhunter: Order of the Profane Soul (The Undying) Spells;Necromancy;3rd Level Spells,3rd,,Bestow Curse,1200
Spells,Evocation,Spells;Paladin Spells;Evocation;3rd Level Spells,3rd,,Blinding Smite,1200
Spells,Transmutation,Spells;Artificer Spells;Sorcerer Spells;Wizard Spells;Cleric: Trickery Domain Spells;Warlock: The Archfey Spells;Warlock: The Hexblade Spells;Bloodhunter: Order of the Profane Soul (The Hexblade) Spells;Transmutation;3rd Level Spells,3rd,,Blink,1200
Spells,Conjuration,Spells;Druid Spells;Druid: Circle of the Land (Forest) Spells;Cleric: Tempest Domain Spells;Paladin: Oath of the Open Sea;Conjuration;3rd Level Spells,3rd,,Call Lightning,1200
Spells,Enchantment,Spells;Artificer Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Enchantment;3rd Level Spells,3rd,,Catnap,1200
Spells,Divination,Spells;Bard Spells;Cleric Spells;Sorcerer Spells;Wizard Spells;Warlock: The Great Old One Spells;Divination;3rd Level Spells,3rd,,Clairvoyance,1200
Spells,Conjuration,Spells;Druid Spells;Ranger Spells;Conjuration;3rd Level Spells,3rd,,Conjure Animals,1200
Spells,Conjuration,Spells;Ranger Spells;Artificer: Battle Smith Spells;Conjuration;3rd Level Spells,3rd,,Conjure Barrage,1200
Spells,Abjuration,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Paladin: Oath of Redemption Spells;Paladin: Oath of the Watchers Spells;Abjuration;3rd Level Spells,3rd,,Counterspell,1200
Spells,Conjuration,Spells;Artificer Spells;Cleric Spells;Paladin Spells;Druid: Circle of the Land (Desert) Spells;Warlock: The Genie Spells;Conjuration;3rd Level Spells,3rd,,Create Food and Water,1200
Spells,Evocation,Spells;Paladin Spells;Cleric: War Domain Spells;Evocation;3rd Level Spells,3rd,,Crusader's Mantle,1200
Spells,Evocation,Spells;Cleric Spells;Druid Spells;Paladin Spells;Ranger Spells;Sorcerer Spells;Cleric: Light Domain Spells;Druid: Circle of the Land (Grassland) Spells;Warlock: The Celestial Spells;Evocation;3rd Level Spells,3rd,,Daylight,1200
Spells,Abjuration,Spells;Artificer Spells;Bard Spells;Cleric Spells;Druid Spells;Paladin Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Cleric: Arcana Domain Spells;Cleric: Trickery Domain Spells;Paladin: Oath of Devotion Spells;Ranger: Fey Wanderer Spells;Sorcerer: Clockwork Soul Spells;Abjuration;3rd Level Spells,3rd,,Dispel Magic,1200
Spells,Transmutation,Spells;Artificer Spells;Paladin Spells;Cleric: Forge Domain Spells;Warlock: The Hexblade Spells;Transmutation;3rd Level Spells,3rd,,Elemental Weapon,1200
Spells,Enchantment,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Enchantment;3rd Level Spells,3rd,,Enemies Abound,1200
Spells,Transmutation,Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Transmutation;3rd Level Spells,3rd,,Erupting Earth,1200
Spells,Enchantment,Spells;Bard Spells;Cleric Spells;Wizard Spells;Enchantment;3rd Level Spells,3rd,,Fast Friends,1200
Spells,Illusion,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Paladin: Oath of Conquest Spells;Ranger: Gloom Stalker Spells;Illusion;3rd Level Spells,3rd,,Fear,1200
Spells,Necromancy,Spells;Bard Spells;Cleric Spells;Druid Spells;Wizard Spells;Warlock: The Undying Spells;Necromancy;Ritual Spells;3rd Level Spells,3rd,,Feign Death,1200
Spells,Evocation,Spells;Sorcerer Spells;Wizard Spells;Artificer: Artillerest Spells;Bloodhunter: Order of the Profane Soul (The Fiend) Spells;Cleric: Light Domain Spells;Warlock: The Fiend Spells;Warlock: The Genie (Efreeti) Spells;Evocation;3rd Level Spells,3rd,,Fireball,1200
Spells,Transmutation,Spells;Artificer Spells;Druid Spells;Ranger Spells;Sorcerer Spells;Wizard Spells;Transmutation;3rd Level Spells,3rd,,Flame Arrows,1200
Spells,Transmutation,Spells;Artificer Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Transmutation;3rd Level Spells,3rd,,Fly,1200
Spells,Conjuration,Spells;Wizard Spells;Conjuration;3rd Level Spells,3rd,,Galder's Tower,1200
Spells,Transmutation,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Artificer: Alchemist Spells;Bloodhunter: Order of the Profane Soul Spells;Druid: Circle of Spores Spells;Druid: Circle of the Land (Underdark) Spells;Ranger: Swarmkeeper Spells;Transmutation;3rd Level Spells,3rd,,Gaseous Form,1200
Spells,Abjuration,Spells;Artificer Spells;Bard Spells;Cleric Spells;Wizard Spells;Abjuration;3rd Level Spells,3rd,,Glyph of Warding,1200
Spells,Transmutation,Spells;Artificer Spells;Sorcerer Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul (The Great Old One) Spells;Druid: Circle of the Land (Grassland) Spells;Paladin: Oath of Glory Spells;Paladin: Oath of Vengeance Spells;Ranger: Horizon Walker Spells;Transmutation;3rd Level Spells,3rd,,Haste,1200
Spells,Conjuration,Spells;Warlock Spells;Bloodhunter: Order of the Profane Soul Spells;Sorcerer: Aberrant Mind Spells;Conjuration;3rd Level Spells,3rd,,Hunger of Hadar,1200
Spells,Illusion,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Artificer: Armorer Spells;Bloodhunter: Order of the Profane Soul Spells;Paladin: Oath of Redemption Spells;Illusion;3rd Level Spells,3rd,,Hypnotic Pattern,1200
Spells,Enchantment,Spells;Cleric Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Enchantment;3rd Level Spells,3rd,,Incite Greed,1200
Spells,Abjuration,Spells;Artificer Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Abjuration;3rd Level Spells,3rd,,Intellect Fortress,1200
Spells,Evocation,Spells;Bard Spells;Wizard Spells;Cleric: Twilight Domain Spells;Evocation;Ritual Spells;3rd Level Spells,3rd,,Leomund's Tiny Hut,1200
Spells,Necromancy,Spells;Cleric Spells;Wizard Spells;Necromancy;3rd Level Spells,3rd,,Life Transference,1200
Spells,Transmutation,Spells;Ranger Spells;Transmutation;3rd Level Spells,3rd,,Lightning Arrow,1200
Spells,Evocation,Spells;Sorcerer Spells;Wizard Spells;Artificer: Armorer Spells;Druid: Circle of the Land (Mountain) Spells;Warlock: The Fathomless Spells;Evocation;3rd Level Spells,3rd,,Lightning Bolt,1200
Spells,Abjuration,Spells;Cleric Spells;Paladin Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Cleric: Arcana Domain Spells;Ranger: Monster Slayer Spells;Abjuration;3rd Level Spells,3rd,,Magic Circle,1200
Spells,Illusion,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Illusion;3rd Level Spells,3rd,,Major Image,1200
Spells,Evocation,Spells;Cleric Spells;Cleric: Order Domain Spells;Evocation;3rd Level Spells,3rd,,Mass Healing Word,1200
Spells,Transmutation,Spells;Cleric Spells;Druid Spells;Druid: Circle of the Land (Mountain) Spells;Warlock: The Genie (Dao) Spells;Transmutation;Ritual Spells;3rd Level Spells,3rd,,Meld into Stone,1200
Spells,Evocation,Spells;Sorcerer Spells;Wizard Spells;Evocation;3rd Level Spells,3rd,,Melf's Minute Meteors,1200
Spells,Enchantment,Spells;Bard Spells;Cleric Spells;Enchantment;3rd Level Spells,3rd,,Motivational Speech,1200
Spells,Abjuration,Spells;Bard Spells;Ranger Spells;Wizard Spells;Cleric: Knowledge Domain Spells;Paladin: Oath of the Watchers Spells;Abjuration;3rd Level Spells,3rd,,Nondetection,1200
Spells,Illusion,Spells;Wizard Spells;Illusion;Ritual Spells;3rd Level Spells,3rd,,Phantom Steed,1200
Spells,Transmutation,Spells;Bard Spells;Druid Spells;Ranger Spells;Cleric: Nature Domain Spells;Druid: Circle of the Land (Forest) Spells;Druid: Circle of Wildfire Spells;Paladin: Oath of the Ancients Spells;Warlock: The Archfey Spells;Transmutation;3rd Level Spells,3rd,,Plant Growth,1200
Spells,Abjuration,Spells;Artificer Spells;Cleric Spells;Druid Spells;Ranger Spells;Sorcerer Spells;Wizard Spells;Cleric: Forge Domain Spells;Druid: Circle of the Land (Desert) Spells;Paladin: Oath of Glory Spells;Paladin: Oath of the Ancients Spells;Paladin: Oath of Vengeance Spells;Sorcerer: Clockwork Soul Spells;Abjuration;3rd Level Spells,3rd,,Protection from Energy,1200
Spells,Evocation;Dunamancy,Spells;Dunamancy Spells;Wizard: Chronurgy Magic Spells;Wizard: Graviturgy Magic Spells;Evocation;Dunamancy;3rd Level Spells,3rd,,Pulse Wave,1200
Spells,Abjuration,Spells;Cleric Spells;Paladin Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Abjuration;3rd Level Spells,3rd,,Remove Curse,1200
Spells,Necromancy,Spells;Artificer Spells;Cleric Spells;Paladin Spells;Bloodhunter: Order of the Profane Soul (The Celestial) Spells;Cleric: Grave Domain Spells;Cleric: Life Domain Spells;Druid: Circle of Wildfire Spells;Warlock: The Celestial Spells;Necromancy;3rd Level Spells,3rd,,Revivify,1200
Spells,Evocation,Spells;Bard Spells;Cleric Spells;Wizard Spells;Cleric: Peace Domain Spells;Sorcerer: Aberrant Mind Spells;Warlock: The Great Old One Spells;Evocation;3rd Level Spells,3rd,,Sending,1200
Spells,Conjuration,Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Cleric: Tempest Domain Spells;Druid: Circle of the Land (Arctic) Spells;Warlock: The Fathomless Spells;Warlock: The Genie (Marid) Spells;Conjuration;3rd Level Spells,3rd,,Sleet Storm,1200
Spells,Transmutation,Spells;Sorcerer Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul (The Archfey) Spells;Cleric: Order Domain Spells;Druid: Circle of the Land (Arctic) Spells;Transmutation;3rd Level Spells,3rd,,Slow,1200
Spells,Necromancy,Spells;Bard Spells;Cleric Spells;Cleric: Knowledge Domain Spells;Warlock: The Undying Spells;Necromancy;3rd Level Spells,3rd,,Speak with Dead,1200
Spells,Transmutation,Spells;Bard Spells;Druid Spells;Ranger Spells;Transmutation;3rd Level Spells,3rd,,Speak with Plants,1200
Spells,Conjuration,Spells;Cleric Spells;Cleric: War Domain Spells;Paladin: Oath of the Crown Spells;Conjuration;3rd Level Spells,3rd,,Spirit Guardians,1200
Spells,Necromancy,Spells;Cleric Spells;Paladin Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Necromancy;3rd Level Spells,3rd,,Spirit Shroud,1200
Spells,Conjuration,Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Druid: Circle of the Land (Swamp) Spells;Druid: Circle of the Land (Underdark) Spells;Warlock: The Fiend Spells;Conjuration;3rd Level Spells,3rd,,Stinking Cloud,1200
Spells,Conjuration,Spells;Druid Spells;Ranger Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Conjuration;3rd Level Spells,3rd,,Summon Fey,1200
Spells,Conjuration,Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Conjuration;3rd Level Spells,3rd,,Summon Lesser Demons,1200
Spells,Conjuration,Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Conjuration;3rd Level Spells,3rd,,Summon Shadowspawn,1200
Spells,Necromancy,Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Necromancy;3rd Level Spells,3rd,,Summon Undead,1200
Spells,Conjuration,Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Conjuration;3rd Level Spells,3rd,,Thunder Step,1200
Spells,Conjuration,Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Paladin: Oath of the Open Sea Spells;Conjuration;3rd Level Spells,3rd,,Tidal Wave,1200
Spells,Evocation,Spells;Bard Spells;Wizard Spells;Evocation;Ritual Spells;3rd Level Spells,3rd,,Tiny Hut,1200
Spells,Transmutation,Spells;Artificer Spells;Wizard Spells;Transmutation;3rd Level Spells,3rd,,Tiny Servant,1200
Spells,Divination,Spells;Bard Spells;Cleric Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Divination;3rd Level Spells,3rd,,Tongues,1200
Spells,Necromancy,Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Cleric: Grave Domain Spells;Necromancy;3rd Level Spells,3rd,,Vampiric Touch,1200
Spells,Evocation,Spells;Wizard Spells;Evocation;3rd Level Spells,3rd,,Wall of Sand,1200
Spells,Evocation,Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Evocation;3rd Level Spells,3rd,,Wall of Water,1200
Spells,Transmutation,Spells;Artificer Spells;Druid Spells;Ranger Spells;Sorcerer Spells;Wizard Spells;Druid: Circle of the Land (Coast) Spells;Transmutation;Ritual Spells;3rd Level Spells,3rd,,Water Breathing,1200
Spells,Transmutation,Spells;Artificer Spells;Cleric Spells;Druid Spells;Ranger Spells;Sorcerer Spells;Druid: Circle of the Land (Coast) Spells;Druid: Circle of the Land (Swamp) Spells;Transmutation;Ritual Spells;3rd Level Spells,3rd,,Water Walk,1200
Spells,Evocation,Spells;Druid Spells;Ranger Spells;Artificer: Artillerest Spells;Cleric: Nature Domain Spells;Warlock: The Genie (Djinni) Spells;Evocation;3rd Level Spells,3rd,,Wind Wall,1200
Spells,Divination,Spells;Artificer Spells;Wizard Spells;Cleric: Arcana Domain Spells;Cleric: Knowledge Domain Spells;Ranger: Swarmkeeper Spells;Divination;4th Level Spells,4th,,Arcane Eye,2400
Spells,Abjuration,Spells;Paladin Spells;Cleric: Twilight Domain Spells;Druid: Circle of Wildfire Spells;Warlock: The Undying Spells;Abjuration;4th Level Spells,4th,,Aura of Life,2400
Spells,Abjuration,Spells;Paladin Spells;Artificer: Battle Smith Spells;Cleric: Peace Domain Spells;Paladin: Oath of the Watchers Spells;Abjuration;4th Level Spells,4th,,Aura of Purity,2400
Spells,Abjuration,Spells;Cleric Spells;Paladin Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Paladin: Oath of the Crown Spells;Paladin: Oath of the Watchers Spells;Paladin: Oath of Vengeance Spells;Ranger: Horizon Walker Spells;Ranger: Monster Slayer Spells;Abjuration;4th Level Spells,4th,,Banishment,2400
Spells,Conjuration,Spells;Wizard Spells;Conjuration;4th Level Spells,4th,,Black Tentacles,2400
Spells,Necromancy,Spells;Druid Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Artificer: Alchemist Spells;Bloodhunter: Order of the Profane Soul Spells;Cleric: Grave Domain Spells;Druid: Circle of Spores Spells;Druid: Circle of the Land (Desert) Spells;Paladin: Oathbreaker Spells;Necromancy;4th Level Spells,4th,,Blight,2400
Spells,Enchantment,Spells;Bard Spells;Druid Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Enchantment;4th Level Spells,4th,,Charm Monster,2400
Spells,Enchantment,Spells;Bard Spells;Cleric: Order Domain Spells;Paladin: Oath of Glory Spells;Enchantment;4th Level Spells,4th,,Compulsion,2400
Spells,Enchantment,Spells;Bard Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Cleric: Knowledge Domain Spells;Druid: Circle of Spores Spells;Paladin: Oathbreaker Spells;Enchantment;4th Level Spells,4th,,Confusion,2400
Spells,Conjuration,Spells;Druid Spells;Wizard Spells;Conjuration;4th Level Spells,4th,,Conjure Minor Elementals,2400
Spells,Conjuration,Spells;Druid Spells;Ranger Spells;Conjuration;4th Level Spells,4th,,Conjure Woodland Beings,2400
Spells,Transmutation,Spells;Cleric Spells;Druid Spells;Wizard Spells;Cleric: Tempest Domain Spells;Druid: Circle of the Land (Coast) Spells;Paladin: Oath of the Open Sea Spells;Warlock: The Fathomless Spells;Warlock: The Genie (Marid) Spells;Transmutation;4th Level Spells,4th,,Control Water,2400
Spells,Abjuration,Spells;Cleric Spells;Paladin Spells;Artificer: Alchemist Spells;Cleric: Grave Domain Spells;Cleric: Life Domain Spells;Warlock: The Undying Spells;Abjuration;4th Level Spells,4th,,Death Ward,2400
Spells,Conjuration,Spells;Bard Spells;Sorcerer Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Cleric: Trickery Domain Spells;Paladin: Oath of Vengeance Spells;Ranger: Fey Wanderer Spells;Conjuration;4th Level Spells,4th,,Dimension Door,2400
Spells,Divination,Spells;Cleric Spells;Druid: Circle of the Land (Forest) Spells;Druid: Circle of the Land (Grassland) Spells;Divination;Ritual Spells;4th Level Spells,4th,,Divination,2400
Spells,Enchantment,Spells;Druid Spells;Sorcerer Spells;Cleric: Nature Domain Spells;Paladin: Oath of Conquest Spells;Warlock: The Archfey Spells;Warlock: The Great Old One Spells;Enchantment;4th Level Spells,4th,,Dominate Beast,2400
Spells,Transmutation,Spells;Artificer Spells;Druid Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Transmutation;4th Level Spells,4th,,Elemental Bane,2400
Spells,Conjuration,Spells;Wizard Spells;Sorcerer: Aberrant Mind Spells;Warlock: The Great Old One Spells;Conjuration;4th Level Spells,4th,,Evard's Black Tentacle,2400
Spells,Transmutation,Spells;Artificer Spells;Wizard Spells;Cleric: Forge Domain Spells;Transmutation;4th Level Spells,4th,,Fabricate,2400
Spells,Conjuration,Spells;Wizard Spells;Conjuration;4th Level Spells,4th,,Faithful Hound,2400
Spells,Conjuration,Spells;Paladin Spells;Conjuration;4th Level Spells,4th,,Find Greater Steed,2400
Spells,Evocation,Spells;Wizard Spells;Artificer: Armorer Spells;Artificer: Battle Smith Spells;Druid: Circle of Wildfire Spells;Warlock: The Fiend Spells;Warlock: The Genie (Efreeti) Spells;Evocation;4th Level Spells,4th,,Fire Shield,2400
Spells,Abjuration,Spells;Artificer Spells;Bard Spells;Cleric Spells;Druid Spells;Ranger Spells;Cleric: War Domain Spells;Druid: Circle of the Land (Arctic) Spells;Druid: Circle of the Land (Coast) Spells;Druid: Circle of the Land (Forest) Spells;Druid: Circle of the Land (Grassland) Spells;Druid: Circle of the Land (Swamp) Spells;Paladin: Oath of Devotion Spells;Paladin: Oath of Glory Spells;Paladin: Oath of the Open Sea Spells;Sorcerer: Clockwork Soul Spells;Abjuration;4th Level Spells,4th,,Freedom of Movement,2400
Spells,Conjuration,Spells;Warlock Spells;Wizard Spells;Conjuration;4th Level Spells,4th,,Galder's Speedy Courier,2400
Spells,Transmutation,Spells;Druid Spells;Transmutation;4th Level Spells,4th,,Giant Insect,2400
Spells,Conjuration,Spells;Druid Spells;Ranger Spells;Cleric: Nature Domain Spells;Conjuration;4th Level Spells,4th,,Grasping Vine,2400
Spells,Evocation;Dunamancy,Spells;Wizard: Graviturgy Magic Spells;Evocation;Dunamancy;4th Level Spells,4th,,Gravity Sinkhole,2400
Spells,Illusion,Spells;Bard Spells;Sorcerer Spells;Wizard Spells;Artificer: Armorer Spells;Cleric: Twilight Domain Spells;Druid: Circle of the Land (Underdark) Spells;Ranger: Gloom Stalker Spells;Warlock: The Archfey Spells;Warlock: The Genie (Djinni) Spells;Illusion;4th Level Spells,4th,,Greater Invisibility,2400
Spells,Conjuration,Spells;Cleric Spells;Cleric: Life Domain Spells;Paladin: Oath of Devotion Spells;Paladin: Oath of the Crown Spells;Warlock: The Celestial Spells;Conjuration;4th Level Spells,4th,,Guardian of Faith,2400
Spells,Transmutation,Spells;Druid Spells;Ranger Spells;Transmutation;4th Level Spells,4th,,Guardian of Nature,2400
Spells,Illusion,Spells;Bard Spells;Druid Spells;Warlock Spells;Wizard Spells;Bloodhunter: Order of the Profane Soul Spells;Druid: Circle of the Land (Desert) Spells;Illusion;4th Level Spells,4th,,Hallucinatory Terrain,2400
Spells,Evocation,Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Artificer: Artillerest Spells;Cleric: Tempest Domain Spells;Druid: Circle of the Land (Arctic) Spells;Paladin: Oath of the Ancients Spells;Evocation;4th Level Spells,4th,,Ice Storm,2400
Spells,Conjuration,Spells;Artificer Spells;Wizard Spells;Cleric: Arcana Domain Spells;Conjuration;4th Level Spells,4th,,Leomund's Secret Chest,2400
Spells,Divination,Spells;Bard Spells;Cleric Spells;Druid Spells;Paladin Spells;Ranger Spells;Wizard Spells;Cleric: Order Domain Spells;Druid: Circle of the Land (Swamp) Spells;Divination;4th Level Spells,4th,,Locate Creature,2400
Spells,Conjuration,Spells;Artificer Spells;Wizard Spells;Conjuration;4th Level Spells,4th,,Mordenkaiene's Faithful Hound,2400
Spells,Abjuration,Spells;Artificer Spells;Wizard Spells;Abjuration;4th Level Spells,4th,,Mordenkaiene's Private Sanctum,2400
Spells,Evocation,Spells;Artificer Spells;Wizard Spells;Cleric: Peace Domain Spells;Paladin: Oath of Redemption Spells;Evocation;4th Level Spells,4th,,Otiluke's Resilient Sphere,2400
Spells,Illusion,Spells;Wizard Spells;Warlock: The Genie Spells;Warlock: The Hexblade Spells;Illusion;4th Level Spells,4th,,Phantasmal Killer,2400
Spells,Transmutation,Spells;Bard Spells;Druid Spells;Sorcerer Spells;Wizard Spells;Cleric: Trickery Domain Spells;Transmutation;4th Level Spells,4th,,Polymorph,2400
